19/06 00:31:00 FINE sim.Admin|Log for simulation 1 started
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 0.06352404730302796
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 0.0628246927637243
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.060108066093080594
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 0.06278349761908278
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.06136670610028367
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 0.062477058686345635
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 0.06213417742482701
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 0.06266060668731331
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 0.06310811692303434
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 0.06297549126509734
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 0.06098832862079471
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 0.06289047403967936
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.0638471696460773
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.06167932422196827
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.06144364733478037
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 0.06323220492213245
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.06071514989654454
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.061142419279841306
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 0.06382744190768197
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 0.06038848586535699
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 0.06222953353147123
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 0.060568018347060056
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 0.06247746907265986
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.06242694270230285
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=text] to 0.061607136911694754
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=video] to 0.06063024871126412
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=video] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, LOW_INCOME], adType=text] to 0.06060663688733221
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=text] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=text] to 0.06141992702447454
19/06 00:31:20 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=text] to 0.06
19/06 00:31:20 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
19/06 00:31:20 SEVERE demand.CampaignImpl|Campaign #1259734010 impressed while over limit. Current cost: 0.2750014167963388 Budget limit: 0.275
19/06 00:31:20 INFO agents.DemandAgent|Posting DIRECTLY to CampaignLimitReached to the event bus for campaign #1259734010 advertiser name: DummyAdnetwork-5
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-5
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-3
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-6
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-7
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-2
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-4
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is adv1
19/06 00:31:20 INFO agents.DemandAgent|Posting CampaignLimitReached to the event bus for campaign #1259734010 advertiser name: DummyAdnetwork-5
19/06 00:31:20 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1259734010 due to limit
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is adv1
19/06 00:31:20 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1259734010 due to limit
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-5
19/06 00:31:20 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1259734010 due to limit
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-6
19/06 00:31:20 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1259734010 due to limit
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork
19/06 00:31:20 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1259734010 due to limit
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-4
19/06 00:31:20 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1259734010 due to limit
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-7
19/06 00:31:20 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1259734010 due to limit
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-2
19/06 00:31:20 SEVERE tracker.AdxBidTrackerImpl|Limit request was already sent today to stop bidding for campaign #1259734010 due to limit
19/06 00:31:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for campaign #1259734010 due to limit. My name is DummyAdnetwork-3
19/06 00:31:20 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 295
19/06 00:31:20 INFO sim.Simulation|***** START OF TIME 2 COMPLETE *****
19/06 00:31:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.18145080235125075 Cmp ID: 1111373542 Cmp Bid: 915
19/06 00:31:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.10829729659864912 Cmp ID: 1111373542 Cmp Bid: 4995
19/06 00:31:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.12158605890817181 Cmp ID: 1111373542 Cmp Bid: 6393
19/06 00:31:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.19521320333225584 Cmp ID: 1111373542 Cmp Bid: 13866
19/06 00:31:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1454987126797218 Cmp ID: 1111373542 Cmp Bid: 4615
19/06 00:31:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.19324189546847315 Cmp ID: 1111373542 Cmp Bid: 12107
19/06 00:31:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.10278909488822413 Cmp ID: 1111373542 Cmp Bid: 10218
19/06 00:31:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.18830951473726204 Cmp ID: 1111373542 Cmp Bid: 6403
19/06 00:31:30 INFO sim.Simulation|***** START OF TIME 3 *****
19/06 00:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #379574672 at price 10.952
19/06 00:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #379574672 at price 10.952
19/06 00:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1696614764 at price 3.037
19/06 00:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1696614764 at price 3.037
19/06 00:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #832364645 at price 9.54
19/06 00:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #832364645 at price 9.54
19/06 00:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #712689217 at price 1.657
19/06 00:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #712689217 at price 1.657
19/06 00:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1259734010 at price 0.275
19/06 00:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1259734010 at price 0.275
19/06 00:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1256372988 at price 2.452
19/06 00:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1256372988 at price 2.452
19/06 00:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #126967427 at price 10.952
19/06 00:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #126967427 at price 10.952
19/06 00:31:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1273570415 at price 3.312
19/06 00:31:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1273570415 at price 3.312
19/06 00:31:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=1111373542, reachImps=15264, dayStart=4, dayEnd=8, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.9527265800126545, mobileCoef=2.347088948699238, budgetMillis=0, advertiser=null]
19/06 00:31:30 FINE agents.DemandAgent|Day 3 :Quality Ratings... Quality Retings DummyAdnetwork: 1.0DummyAdnetwork-7: 1.0DummyAdnetwork-6: 1.0adv1: 1.0DummyAdnetwork-5: 1.0DummyAdnetwork-4: 1.0DummyAdnetwork-3: 1.0DummyAdnetwork-2: 1.0
19/06 00:31:30 FINE agents.DemandAgent|Day 3 :Reporting campaign auction results... CampaignImpl [id=1111373542, reachImps=15264, dayStart=4, dayEnd=8, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.9527265800126545, mobileCoef=2.347088948699238, budgetMillis=4995, advertiser=DummyAdnetwork-5]
19/06 00:31:30 FINE agents.DemandAgent|Day 3 :Reporting UCS auction results... DummyAdnetwork[efday=3, level=0.6561000000000001, price=0.08285305009525962] DummyAdnetwork-7[efday=3, level=0.7290000000000001, price=0.10920270646367393] adv1[efday=3, level=0.5904900000000002, price=0.0712189084621483] DummyAdnetwork-6[efday=3, level=0.81, price=0.12231956026233778] DummyAdnetwork-5[efday=3, level=1.0, price=0.16626857393699074] DummyAdnetwork-4[efday=3, level=0.9, price=0.13982094749098226] DummyAdnetwork-3[efday=3, level=0.5314410000000002, price=0.05806716771026003] DummyAdnetwork-2[efday=3, level=0.47829690000000014, price=0.0] 
19/06 00:31:30 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@2d7403a7 event: tau.tac.adx.messages.UserClassificationServiceNotification@3abbafc7
19/06 00:31:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=2014400496, reachImps=11472, dayStart=5, dayEnd=9, targetSegment=[YOUNG], videoCoef=2.9190392095245064, mobileCoef=1.6248541344663368, budgetMillis=0, advertiser=null]
19/06 00:31:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
19/06 00:31:30 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=text] to 0.040718683525562634
19/06 00:31:30 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, LOW_INCOME], adType=video] to 0.036536219812373656
19/06 00:31:30 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, YOUNG, HIGH_INCOME], adType=text] to 0.037281647129891134
19/06 00:31:30 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, LOW_INCOME], adType=video] to 0.03862305893428971
19/06 00:31:30 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[FEMALE, OLD, HIGH_INCOME], adType=text] to 0.036
19/06 00:31:30 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, HIGH_INCOME], adType=video] to 0.03902253651781663
19/06 00:31:30 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, YOUNG, HIGH_INCOME], adType=video] to 0.036
19/06 00:31:30 FINE agents.DefaultAdxUserManager|Updated reserve price for ReservePriceType [marketSegment=[MALE, OLD, LOW_INCOME], adType=video] to 0.03681692935913574
